Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.51.0.77:36256
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2024-11-06 14:41:53,268 - INFO - SEQ - 1
2024-11-06 14:41:53,294 - INFO - SEQ - 2
2024-11-06 14:41:53,322 - INFO - SEQ - 3
2024-11-06 14:41:53,352 - INFO - SEQ - 4
2024-11-06 14:41:53,369 - INFO - SEQ - 5
2024-11-06 14:41:53,383 - INFO - SEQ - 6
2024-11-06 14:41:53,413 - INFO - SEQ - 7
2024-11-06 14:41:53,443 - INFO - SEQ - 8
2024-11-06 14:41:53,473 - INFO - SEQ - 9
2024-11-06 14:41:53,503 - INFO - SEQ - 10
2024-11-06 14:41:53,535 - INFO - SEQ - 11
2024-11-06 14:41:53,564 - INFO - SEQ - 12
2024-11-06 14:41:53,595 - INFO - SEQ - 13
2024-11-06 14:41:53,625 - INFO - SEQ - 14
2024-11-06 14:41:53,654 - INFO - SEQ - 15
2024-11-06 14:41:53,684 - INFO - SEQ - 16
2024-11-06 14:41:53,715 - INFO - SEQ - 17
2024-11-06 14:41:53,745 - INFO - SEQ - 18
2024-11-06 14:41:53,775 - INFO - SEQ - 19
2024-11-06 14:41:53,805 - INFO - SEQ - 20
2024-11-06 14:41:53,836 - INFO - SEQ - 21
2024-11-06 14:41:53,866 - INFO - SEQ - 22
2024-11-06 14:41:53,896 - INFO - SEQ - 23
2024-11-06 14:41:53,925 - INFO - SEQ - 24
2024-11-06 14:41:53,956 - INFO - SEQ - 25
2024-11-06 14:41:53,985 - INFO - SEQ - 26
2024-11-06 14:41:54,015 - INFO - SEQ - 27
2024-11-06 14:41:54,046 - INFO - SEQ - 28
2024-11-06 14:41:54,076 - INFO - SEQ - 29
2024-11-06 14:41:54,106 - INFO - SEQ - 30
2024-11-06 14:41:54,136 - INFO - SEQ - 31
2024-11-06 14:41:54,166 - INFO - SEQ - 32
2024-11-06 14:41:54,196 - INFO - SEQ - 33
2024-11-06 14:41:54,226 - INFO - SEQ - 34
2024-11-06 14:41:54,257 - INFO - SEQ - 35
2024-11-06 14:41:54,287 - INFO - SEQ - 36
2024-11-06 14:41:54,317 - INFO - SEQ - 37
2024-11-06 14:41:54,347 - INFO - SEQ - 38
2024-11-06 14:41:54,377 - INFO - SEQ - 39
2024-11-06 14:41:54,387 - INFO - SEQ - 40
2024-11-06 14:41:54,407 - INFO - SEQ - 41
2024-11-06 14:41:54,437 - INFO - SEQ - 42
2024-11-06 14:41:54,467 - INFO - SEQ - 43
2024-11-06 14:41:54,497 - INFO - SEQ - 44
2024-11-06 14:41:54,527 - INFO - SEQ - 45
2024-11-06 14:41:54,557 - INFO - SEQ - 46
2024-11-06 14:41:54,588 - INFO - SEQ - 47
2024-11-06 14:41:54,618 - INFO - SEQ - 48
2024-11-06 14:41:54,648 - INFO - SEQ - 49
2024-11-06 14:41:54,678 - INFO - SEQ - 50
2024-11-06 14:41:54,708 - INFO - SEQ - 51
2024-11-06 14:41:54,738 - INFO - SEQ - 52
2024-11-06 14:41:54,769 - INFO - SEQ - 53
2024-11-06 14:41:54,799 - INFO - SEQ - 54
2024-11-06 14:41:54,829 - INFO - SEQ - 55
2024-11-06 14:41:54,859 - INFO - SEQ - 56
2024-11-06 14:41:54,889 - INFO - SEQ - 57
2024-11-06 14:41:54,919 - INFO - SEQ - 58
2024-11-06 14:41:54,949 - INFO - SEQ - 59
2024-11-06 14:41:54,979 - INFO - SEQ - 60
2024-11-06 14:41:55,009 - INFO - SEQ - 61
2024-11-06 14:41:55,039 - INFO - SEQ - 62
2024-11-06 14:41:55,069 - INFO - SEQ - 63
2024-11-06 14:41:55,100 - INFO - SEQ - 64
2024-11-06 14:41:55,130 - INFO - SEQ - 65
2024-11-06 14:41:55,160 - INFO - SEQ - 66
2024-11-06 14:41:55,190 - INFO - SEQ - 67
2024-11-06 14:41:55,220 - INFO - SEQ - 68
2024-11-06 14:41:55,250 - INFO - SEQ - 69
2024-11-06 14:41:55,280 - INFO - SEQ - 70
2024-11-06 14:41:55,310 - INFO - SEQ - 71
2024-11-06 14:41:55,340 - INFO - SEQ - 72
2024-11-06 14:41:55,370 - INFO - SEQ - 73
2024-11-06 14:41:55,401 - INFO - SEQ - 74
2024-11-06 14:41:55,428 - INFO - SEQ - 75
2024-11-06 14:41:55,431 - INFO - SEQ - 76
2024-11-06 14:41:55,461 - INFO - SEQ - 77
2024-11-06 14:41:55,491 - INFO - SEQ - 78
2024-11-06 14:41:55,521 - INFO - SEQ - 79
2024-11-06 14:41:55,551 - INFO - SEQ - 80
2024-11-06 14:41:55,581 - INFO - SEQ - 81
2024-11-06 14:41:55,611 - INFO - SEQ - 82
2024-11-06 14:41:55,642 - INFO - SEQ - 83
2024-11-06 14:41:55,672 - INFO - SEQ - 84
2024-11-06 14:41:55,702 - INFO - SEQ - 85
2024-11-06 14:41:55,732 - INFO - SEQ - 86
2024-11-06 14:41:55,762 - INFO - SEQ - 87
2024-11-06 14:41:55,793 - INFO - SEQ - 88
2024-11-06 14:41:55,823 - INFO - SEQ - 89
2024-11-06 14:41:55,853 - INFO - SEQ - 90
2024-11-06 14:41:55,883 - INFO - SEQ - 91
2024-11-06 14:41:55,914 - INFO - SEQ - 92
2024-11-06 14:41:55,944 - INFO - SEQ - 93
2024-11-06 14:41:55,974 - INFO - SEQ - 94
